ID,zipcodes,zc_state,prop_pop_ge18,prop_hh_wchildren_le18,latitude,longitude,elevation,region,business_density_persqmi,avg_num_employees_perbiz,avg_annual_payroll_perbiz,growth_rank,growing_counties_b,growth_increase_percentage,prop_maildeliv_biz,pop_density,prop_water,prop_mail2pob,city_delivery_indicator,carrier_route_rate_sortation,shotguns2chardonnay,tatoo2tooth,spiritanimal,newzip1,newzip2,newzip3,ref_dt,date1,date2,date3,yb_4_05
6252,60964,IL,0.78,0.257,41.04022,-87.686246,628,Midwest,1.027,5.766,192.519,0,0,0,0.017,66.251,0.007,0.138,N,D,50.44158685,0.89999229,Axolotl,60901,08088,60545,4/1/15,2/7/15,1/24/15,9/29/14,0
6253,60974,IL,0.703,0.337,40.707444,-87.733722,637,Midwest,0,0,0,0,0,0,0,205.669,0,0.938,N,C,46.11157385,0.100297161,Wolverine,60901,56032,85939,4/1/15,2/17/15,1/14/15,11/19/14,0
6254,61006,IL,0.758,0.283,41.85775,-89.19281,659,Midwest,0.432,0,0,0,0,0,0.008,25.327,0.001,0.415,N,C,35.23884456,0.013241592,Mole Rat,61001,35188,06247,4/1/15,3/7/15,12/5/14,9/22/14,0
6255,61008,IL,0.713,0.369,42.247435,-88.8365,783,Midwest,7.323,19.163,908.888,0,0,0,0.05,396.93,0.007,0.029,Y,D,50.48587696,1.645694237,Wolverine,61001,62376,01504,4/1/15,12/6/14,11/26/14,9/23/14,0
6256,61012,IL,0.721,0.359,42.410252,-88.763896,783,Midwest,0.634,8.087,268.783,0,0,0,0.012,59.959,0.002,0.17,N,D,46.94494824,1.132785185,Platypus,61001,83338,97266,4/1/15,12/24/14,11/29/14,8/13/14,0
6257,61014,IL,0.779,0.256,41.980309,-89.88071,822,Midwest,0.354,9.783,342.913,0,0,0,0.014,18.06,0,0.298,N,C,21.13776871,0.046243722,Grey Goose,61001,51551,35565,4/1/15,1/13/15,11/30/14,9/9/14,0
6259,61032,IL,0.776,0.244,42.323588,-89.631286,759,Midwest,5.264,16.298,634.151,0,0,0,0.062,213.87,0.001,0.016,Y,D,39.02618364,0.089247258,Wolverine,61001,49464,47235,4/1/15,1/8/15,12/17/14,10/13/14,0
6260,61042,IL,0.753,0.273,41.69162,-89.55123,659,Midwest,0.165,6.364,315.909,0,0,0,0.008,7.925,0,0.225,N,C,31.82472776,17.56049311,Rock Chuck,61001,98926,95652,4/1/15,2/16/15,2/13/15,11/12/14,0
6261,61042,IL,0.753,0.273,41.69162,-89.55123,659,Midwest,0.165,6.364,315.909,0,0,0,0.008,7.925,0,0.225,N,C,35.66729291,8.804434363,Wolverine,61001,50668,21654,4/1/15,3/20/15,3/10/15,1/15/15,0
6262,61052,IL,0.765,0.321,42.108026,-89.000696,699,Midwest,0.326,3.667,74.111,0,0,0,0.013,41.588,0,0.267,N,C,43.55304458,14.50218045,Narwhal,61001,61811,93962,4/1/15,1/12/15,11/28/14,9/30/14,0
6263,61052,IL,0.765,0.321,42.108026,-89.000696,699,Midwest,0.326,3.667,74.111,0,0,0,0.013,41.588,0,0.267,N,C,27.61312135,1.078809739,Rock Chuck,61001,31557,54923,4/1/15,2/5/15,12/3/14,9/18/14,0
6265,61057,IL,0.69,0.321,41.828822,-89.405104,659,Midwest,1.18,0,0,0,0,0,0,99.115,0,0.463,N,C,23.98878958,65.32008161,Wolverine,61001,53810,46205,4/1/15,1/14/15,11/27/14,8/6/14,0
6267,61065,IL,0.681,0.45,42.392477,-88.830006,783,Midwest,1.761,5.089,137.267,0,0,0,0.022,218.317,0.007,0.032,N,D,30.1654235,0.069187315,Mole Rat,61001,58244,97620,4/1/15,3/19/15,12/9/14,9/17/14,0
6268,61073,IL,0.728,0.371,42.420756,-88.99051,730,Midwest,12.911,9.416,290.938,0,0,0,0.037,733.404,0.02,0.039,N,D,37.32060908,1.072647733,Rock Chuck,61001,41031,07034,4/1/15,12/12/14,10/4/14,9/22/14,0
6273,61239,IL,0.637,0.417,41.501634,-90.391185,563,Midwest,11.969,5.1,175.6,0,0,0,0.018,729.503,0.034,0.324,N,C,31.48849696,7.474759333,Rock Chuck,61201,57381,55731,4/1/15,3/14/15,12/4/14,10/31/14,0
6276,61251,IL,0.749,0.314,41.728982,-90.064393,670,Midwest,0.337,4,171,0,0,0,0.026,19.517,0,0.02,N,C,44.64934825,0.326673613,Rock Chuck,61201,22191,67487,4/1/15,3/31/15,1/12/15,9/16/14,0
6278,61254,IL,0.764,0.29,41.461882,-90.14595,814,Midwest,1.712,18.503,626.848,0,0,0,0.059,66.028,0.004,0.015,Y,D,26.42077988,0.557789701,Wolverine,61201,46208,42649,4/1/15,2/27/15,12/15/14,9/28/14,0
6279,61257,IL,0.778,0.274,41.592854,-90.23835,563,Midwest,0.585,0,227.083,0,0,0,0.015,29.502,0.025,0.173,N,C,47.42348686,0.200032844,Sun Bear,61201,54965,30175,4/1/15,2/20/15,1/31/15,10/27/14,0
6280,61259,IL,0.771,0.283,41.393462,-90.925827,563,Midwest,0.105,0,0,0,0,0,0.015,16.695,0.095,0.081,N,C,42.04773303,22.67398493,Armadillo,61201,44441,98239,4/1/15,2/25/15,1/31/15,11/25/14,0
6285,61274,IL,0.775,0.27,41.375476,-90.260908,814,Midwest,0.286,0,219.571,0,0,0,0.006,14.358,0,0.253,N,C,36.73697908,3.045632103,Armadillo,61201,65779,15773,4/1/15,2/4/15,11/28/14,11/6/14,0
6286,61276,IL,0.717,0.388,41.298858,-90.596858,731,Midwest,0.856,0,0,0,0,0,0,59.05,0,0.959,N,C,45.83579424,0.153452521,Narwhal,61201,12723,66930,4/1/15,1/15/15,10/30/14,9/8/14,0
6290,61314,IL,0.75,0.288,41.299584,-89.683644,700,Midwest,0.278,8.231,420.846,0,0,0,0.011,17.268,0,0.264,N,D,29.34383561,1.092775392,Wolverine,61301,28213,43571,4/1/15,1/28/15,10/2/14,9/12/14,0
6295,61331,IL,0.709,0.292,41.746035,-89.276834,659,Midwest,0,0,0,0,0,0,0,1964.286,0,0.824,N,C,43.33742055,1.281792571,Tapir,61301,18932,32766,4/1/15,1/27/15,11/3/14,8/23/14,0
6296,61333,IL,0.795,0.263,40.97997,-88.873233,656,Midwest,0.392,0,0,0,0,0,0,21.339,0,0.215,N,C,22.29318346,0.171439397,Sun Bear,61301,95550,78059,4/1/15,12/5/14,11/19/14,9/13/14,0
6301,61356,IL,0.788,0.242,41.353779,-89.423158,700,Midwest,2.127,13.775,463.402,0,0,0,0.08,63.491,0.005,0.018,Y,D,43.42756189,2.147117943,Grey Goose,61301,40953,27217,4/1/15,2/21/15,2/13/15,1/20/15,0
6302,61358,IL,0.801,0.207,40.984558,-89.018161,509,Midwest,0.121,0,0,0,0,0,0,19.201,0,0.283,N,D,30.67686793,7.030807294,Platypus,61301,40356,16361,4/1/15,2/27/15,12/9/14,8/28/14,0
6305,61411,IL,0.817,0.224,40.394702,-90.505107,709,Midwest,0.132,9.6,307.2,0,0,0,0.042,9.985,0,0.112,N,C,38.01514596,3.120236092,Sun Bear,61401,87042,42061,4/1/15,2/15/15,2/6/15,1/14/15,0
6308,61414,IL,0.789,0.27,41.100045,-90.145097,773,Midwest,0.296,3.467,68,0,0,0,0.003,16.859,0,0.507,N,C,51.47938091,3.458260225,Sun Bear,61401,72930,35904,4/1/15,1/11/15,10/8/14,7/24/14,0
6310,61431,IL,0.776,0.257,40.590769,-90.282924,600,Midwest,0.149,4.8,109.2,0,0,0,0.013,11.056,0.004,0.21,N,C,57.03184018,0.221583446,Wolverine,61401,69039,57259,4/1/15,1/7/15,12/21/14,10/31/14,0
6311,61434,IL,0.77,0.263,41.217394,-90.013487,814,Midwest,0.91,9.333,279.264,0,0,0,0.053,41.848,0,0.031,Y,D,32.57058095,14.28777307,Platypus,61401,17974,49047,4/1/15,1/18/15,11/8/14,9/23/14,0
6313,61438,IL,0.789,0.231,40.580218,-90.63655,709,Midwest,0.233,0,0,0,0,0,0.015,17.711,0,0.318,N,C,29.06603129,0.022851829,Grey Goose,61401,08314,17039,4/1/15,12/26/14,12/6/14,8/23/14,0
6319,61471,IL,0.857,0.167,40.67792,-90.846803,562,Midwest,12.384,7,359.5,0,0,0,0,433.437,0,0.836,N,C,39.23576219,0.244104144,Platypus,61401,55055,47260,4/1/15,3/26/15,3/19/15,12/28/14,0
6321,61474,IL,0.856,0.109,40.738482,-90.390914,773,Midwest,0.282,6.25,164.625,0,0,0,0.012,10.288,0,0.337,N,C,49.2385555,1.148918633,Wolverine,61401,61047,11980,4/1/15,12/8/14,11/26/14,9/22/14,0
6322,61480,IL,0.764,0.295,40.763854,-90.960774,562,Midwest,0.535,7.059,137.706,0,0,0,0.01,20.843,0,0.366,N,C,44.96250999,0.012763947,Grey Goose,61401,78229,48070,4/1/15,3/1/15,2/10/15,12/9/14,0
6323,61488,IL,0.771,0.3,41.022584,-90.314653,773,Midwest,0.696,6.556,179.722,0,0,0,0.01,43.334,0,0.473,N,C,30.81124918,11.89766556,Wolverine,61401,02564,14054,4/1/15,2/6/15,1/17/15,9/28/14,0
6324,61528,IL,0.708,0.413,40.777066,-89.725969,468,Midwest,2.351,10.14,408.93,0,0,0,0.036,145.88,0,0.025,N,C,30.7567242,4.68514602,Tapir,61501,34953,44266,4/1/15,2/28/15,1/31/15,1/24/15,0
6325,61532,IL,0.73,0.255,40.339716,-89.819448,479,Midwest,0.18,0,226.167,0,0,0,0.006,16.047,0,0.291,N,C,52.53307528,3.492147379,Sun Bear,61501,84088,84516,4/1/15,3/26/15,3/6/15,1/8/15,0
6328,61540,IL,0.799,0.243,41.012547,-89.384009,494,Midwest,1.514,8.532,218.051,0,0,0,0.054,55.895,0.109,0.038,Y,D,37.96028707,2.787873768,Rock Chuck,61501,52534,92119,4/1/15,12/17/14,11/22/14,9/28/14,0
6330,61543,IL,0.854,0.191,40.407947,-89.995487,600,Midwest,0.128,0,0,0,0,0,0,19.337,0.179,0.68,N,C,50.40043633,0.176892688,Grey Goose,61501,82923,37097,4/1/15,12/8/14,8/13/14,7/25/14,0
6331,61544,IL,0.787,0.287,40.688236,-90.238934,600,Midwest,0.244,2.5,88.625,0,0,0,0.009,21.711,0.002,0.405,N,C,16.67522788,0.405000395,Platypus,61501,26836,28762,4/1/15,1/10/15,9/23/14,9/22/14,0
6332,61545,IL,0.779,0.271,40.878631,-89.385806,739,Midwest,0.394,5.25,148.667,0,0,0,0.015,21.189,0,0.095,N,C,51.28767924,0.813221614,Grey Goose,61501,01032,44216,4/1/15,3/18/15,2/13/15,1/20/15,0
6333,61545,IL,0.779,0.271,40.878631,-89.385806,739,Midwest,0.394,5.25,148.667,0,0,0,0.015,21.189,0,0.095,N,C,62.05465781,6.922525699,Wolverine,61501,81646,15450,4/1/15,1/22/15,1/6/15,11/3/14,0
6335,61547,IL,0.753,0.327,40.601548,-89.74571,468,Midwest,1.923,22.535,1434.767,0,0,0,0.012,169.015,0.025,0.038,N,C,57.38187346,0.868797037,Mole Rat,61501,08867,54157,4/1/15,3/18/15,2/3/15,1/6/15,0
6336,61548,IL,0.722,0.373,40.813372,-89.409084,739,Midwest,2.193,8.958,258.88,0,0,0,0.024,159.656,0.052,0.07,N,D,51.09877294,1.73594337,Mole Rat,61501,77428,73450,4/1/15,3/29/15,1/23/15,10/17/14,0
6337,61562,IL,0.783,0.3,40.8834,-89.5027,468,Midwest,148.148,0,0,0,0,0,0,1703.704,0,0.847,N,C,35.1511235,0.613126354,Narwhal,61501,24531,59802,4/1/15,1/16/15,10/10/14,9/6/14,0
6338,61562,IL,0.783,0.3,40.8834,-89.5027,468,Midwest,148.148,0,0,0,0,0,0,1703.704,0,0.847,N,C,26.62301704,12.63535626,Armadillo,61501,15545,71063,4/1/15,12/9/14,11/22/14,10/17/14,0
6339,61564,IL,0.695,0.387,40.494548,-89.654188,533,Midwest,24.39,4.714,88.714,0,0,0,0,3752.613,0,0.958,N,C,45.13265476,0.870165739,Axolotl,61501,28683,04942,4/1/15,2/28/15,1/10/15,10/26/14,0
6340,61568,IL,0.726,0.326,40.496658,-89.490456,533,Midwest,1.696,9.465,337.632,0,0,0,0.021,66.33,0.001,0.193,N,D,41.59336342,5.973007527,Rock Chuck,61501,77306,28163,4/1/15,12/19/14,9/18/14,7/31/14,0
6341,61569,IL,0.788,0.246,40.681112,-89.890719,468,Midwest,0.381,5.2,236.067,0,0,0,0.01,30.954,0.008,0.082,N,C,48.89949598,5.369850849,Armadillo,61501,52630,13355,4/1/15,12/11/14,12/4/14,10/24/14,0
6351,61736,IL,0.706,0.421,40.370174,-88.8359,829,Midwest,0.68,0,0,0,0,0,0.023,49.148,0.001,0.134,N,C,38.0936708,8.700990786,Mole Rat,61701,61416,66517,4/1/15,12/1/14,11/15/14,8/23/14,0
6354,61743,IL,0.755,0.314,40.87942,-88.782503,656,Midwest,0.331,10.8,604,0,0,0,0.009,14.026,0,0.4,N,C,46.08158039,0.472074293,Armadillo,61701,48468,91942,4/1/15,12/7/14,11/14/14,7/31/14,0
6355,61775,IL,0.668,0.352,40.645348,-88.39505,656,Midwest,0.144,0,0,0,0,0,0.026,8.86,0.001,0.293,N,C,33.14365195,62.21751428,Grey Goose,61701,80530,24228,4/1/15,1/26/15,11/19/14,8/12/14,0
6359,61813,IL,0.754,0.289,39.908482,-88.556078,661,Midwest,0.644,7.071,215.024,0,0,0,0.043,30.234,0,0.042,Y,C,29.16118709,0.507196425,Grey Goose,61801,53118,43323,4/1/15,3/11/15,11/17/14,9/13/14,0
6361,61814,IL,0.755,0.318,40.231448,-87.576684,597,Midwest,0.511,0,0,0,0,0,0.004,53.719,0,0.276,N,C,22.52602101,10.05520402,Armadillo,61801,54820,95228,4/1/15,2/25/15,1/16/15,12/8/14,0
6364,61830,IL,0.778,0.239,40.004341,-88.73266,661,Midwest,0.289,2.455,86.455,0,0,0,0.023,12.555,0.001,0.443,N,C,46.20859986,2.879989565,Grey Goose,61801,48105,10532,4/1/15,3/18/15,1/19/15,10/17/14,0
6365,61840,IL,0.769,0.271,40.306398,-88.302776,725,Midwest,0.359,0,271,0,0,0,0.027,21.236,0.002,0.128,N,C,58.73042253,0.212851851,Wolverine,61801,18035,03466,4/1/15,3/5/15,2/22/15,1/24/15,0
6366,61843,IL,0.732,0.359,40.318211,-88.375243,725,Midwest,1.053,6.275,248.525,0,0,0,0.009,62.214,0.004,0.279,N,C,40.89035945,2.669085501,Platypus,61801,25989,39335,4/1/15,3/25/15,1/18/15,10/19/14,0
6369,61857,IL,0.752,0.254,40.116135,-87.839748,597,Midwest,8.368,0,0,0,0,0,0,640.167,0,0.621,N,C,35.22450201,0.487285328,Narwhal,61801,80204,59085,4/1/15,2/2/15,1/24/15,10/18/14,0
6370,61858,IL,0.76,0.294,40.133981,-87.76146,597,Midwest,1.181,7.529,123.618,0,0,0,0.014,108.514,0.02,0.34,N,C,63.36624508,0.731110034,Tapir,61801,98380,53142,4/1/15,3/31/15,1/4/15,10/21/14,0
6372,61866,IL,0.719,0.307,40.312048,-88.155743,725,Midwest,3.09,17.427,476.137,0,0,0,0.051,175.053,0.001,0.035,Y,D,34.46917157,5.643731056,Tapir,61801,00913,81429,4/1/15,3/13/15,1/10/15,10/19/14,0
6373,61870,IL,0.747,0.291,39.90815,-87.612956,597,Midwest,0.218,5,126.333,0,0,0,0.002,32.104,0,0.092,N,C,18.46429104,0.248154679,Axolotl,61801,77868,46835,4/1/15,2/23/15,11/5/14,8/12/14,0
6374,61871,IL,0.803,0.27,40.190178,-87.975434,725,Midwest,34.483,7.833,249.083,0,0,0,0,816.092,0,0.884,N,C,37.59330379,0.389601508,Rock Chuck,61801,65058,62673,4/1/15,2/7/15,12/25/14,10/31/14,0
6375,61876,IL,0.755,0.282,39.924376,-87.83113,597,Midwest,0.23,4.8,195,0,0,0,0.01,18.397,0,0.554,N,C,21.20173495,3.880539245,Wolverine,61801,92091,00638,4/1/15,3/27/15,2/25/15,12/9/14,0
6376,61880,IL,0.725,0.369,39.974148,-88.263378,725,Midwest,0.858,8.038,263.577,0,0,0,0.01,69.038,0.001,0.218,N,C,51.1299,18.70633243,Axolotl,61801,97869,01983,4/1/15,1/20/15,12/6/14,8/11/14,0
6378,61910,IL,0.705,0.355,39.680924,-88.305068,649,Midwest,1.264,10.687,395.244,0,0,0,0.055,43.05,0.001,0.05,Y,C,39.75536359,1.170205602,Armadillo,61910,36317,20778,4/1/15,1/9/15,11/1/14,7/11/14,0
6381,61936,IL,0.794,0.284,39.803082,-88.727145,661,Midwest,3.119,0,0,0,0,0,0,108.289,0,0.951,N,C,9.657539672,114.7021668,Armadillo,61910,58103,93254,4/1/15,1/10/15,10/29/14,10/13/14,0
6384,61942,IL,0.799,0.225,39.792356,-88.015455,649,Midwest,0.296,7.524,198.619,0,0,0,0.013,16.971,0.001,0.252,N,C,30.91356663,0.512906978,Axolotl,61910,58386,85626,4/1/15,3/21/15,12/29/14,9/18/14,0
6385,61944,IL,0.778,0.249,39.60559,-87.706418,726,Midwest,1.034,19.069,685.737,0,0,0,0.058,48.712,0.002,0.044,Y,D,48.1639759,0.241151861,Rock Chuck,61910,31061,55985,4/1/15,2/10/15,12/14/14,10/6/14,0
6388,61953,IL,0.756,0.287,39.798256,-88.282916,649,Midwest,1.782,10.633,351.437,0,0,0,0.067,51.532,0.002,0.028,Y,C,37.65751924,0.828568087,Grey Goose,61910,41564,39062,4/1/15,12/28/14,10/30/14,7/31/14,0
6390,61957,IL,0.759,0.286,39.433129,-88.590201,650,Midwest,0.291,5.208,125.708,0,0,0,0.049,22.687,0.035,0.024,Y,C,39.70803662,0.231163064,Rock Chuck,61910,61571,25169,4/1/15,3/29/15,11/28/14,10/18/14,0
6391,62002,IL,0.77,0.248,38.939095,-90.132125,433,Midwest,20.18,16.833,600.784,0,0,0,0.069,778.259,0.048,0.028,Y,D,48.87061992,8.584828623,Mole Rat,62001,67849,36052,4/1/15,3/26/15,2/11/15,1/29/15,0
6395,62016,IL,0.768,0.276,39.32588,-90.429543,624,Midwest,0.693,7.696,215.043,0,0,0,0.058,28.76,0.001,0.022,Y,D,25.26861516,41.59894906,Armadillo,62001,23322,77969,4/1/15,1/29/15,11/17/14,9/13/14,0
6396,62017,IL,0.769,0.277,39.075877,-89.392976,583,Midwest,0.6,0,0,0,0,0,0.018,37.391,0.033,0.142,N,C,48.6131991,0.018713603,Wolverine,62001,61486,63967,4/1/15,1/13/15,12/21/14,11/23/14,0
6399,62049,IL,0.828,0.273,39.133427,-89.474587,583,Midwest,2.085,10.684,356.847,0,0,0,0.06,99.787,0.017,0.039,Y,D,31.26663802,1.923978217,Axolotl,62001,35053,40940,4/1/15,3/7/15,12/27/14,12/12/14,0
6400,62056,IL,0.769,0.269,39.183327,-89.700747,583,Midwest,2.735,13.278,414.627,0,0,0,0.082,82.786,0.013,0.044,Y,D,34.0023402,9.794187768,Tapir,62001,64030,57225,4/1/15,3/22/15,1/18/15,11/22/14,0
6401,62058,IL,0.776,0.251,38.96784,-89.763914,433,Midwest,9.213,4.364,64.182,0,0,0,0,706.03,0.003,0.469,N,C,37.55959504,0.984252097,Wolverine,62001,95018,58640,4/1/15,3/10/15,1/17/15,12/11/14,0
6404,62076,IL,0.844,0.136,39.3452,-89.2187,583,Midwest,5.195,0,0,0,0,0,0,350.649,0,0.922,N,C,18.37309659,0.484980477,Tapir,62001,01034,93422,4/1/15,12/3/14,9/3/14,7/25/14,0
6405,62079,IL,0.801,0.255,39.116516,-90.131131,627,Midwest,0.422,0,0,0,0,0,0,26.993,0.005,0.188,N,C,37.11283861,0.595785282,Tapir,62001,24065,45154,4/1/15,12/14/14,8/29/14,5/17/14,0
6410,62087,IL,0.746,0.304,38.819596,-90.058492,433,Midwest,12.203,12.595,578.865,0,0,0,0.036,688.325,0.029,0.115,N,C,38.80054994,0.104035304,Platypus,62001,98042,37902,4/1/15,12/7/14,10/15/14,6/22/14,0
6414,62094,IL,0.777,0.239,39.231908,-89.356636,583,Midwest,0.405,3.769,86.692,0,0,0,0.005,35.928,0,0.38,N,C,28.04362045,0.217154112,Sun Bear,62001,67353,12157,4/1/15,1/31/15,11/27/14,9/28/14,0
6415,62094,IL,0.777,0.239,39.231908,-89.356636,583,Midwest,0.405,3.769,86.692,0,0,0,0.005,35.928,0,0.38,N,C,46.88690886,0.620726664,Wolverine,62001,54734,99143,4/1/15,12/20/14,8/30/14,8/10/14,0
6421,62236,IL,0.751,0.33,38.445936,-90.212035,717,Midwest,6.846,10.642,401.749,0,0,0,0.046,229.955,0.051,0.023,Y,D,46.20674881,0.977595967,Sun Bear,62201,57117,49043,4/1/15,12/21/14,9/20/14,6/9/14,0
6424,62242,IL,0.782,0.271,38.09921,-89.942856,388,Midwest,0.49,6.407,124.481,0,0,0,0.019,27.689,0.021,0.149,N,C,53.14257754,5.287494129,Axolotl,62201,13408,74456,4/1/15,1/10/15,9/26/14,6/15/14,0
6425,62244,IL,0.779,0.322,38.181062,-90.199298,717,Midwest,0.16,0,0,0,0,0,0.002,23.158,0.023,0.005,N,C,36.96557617,0.727012296,Mole Rat,62201,30327,07005,4/1/15,3/16/15,2/24/15,1/17/15,0
6427,62262,IL,0.77,0.261,38.928877,-89.25871,635,Midwest,0.282,6.158,157.789,0,0,0,0.017,26.908,0,0.08,N,C,30.99523375,0.206637584,Grey Goose,62201,15501,55410,4/1/15,1/7/15,11/22/14,9/7/14,0
6429,62264,IL,0.768,0.299,38.302002,-89.925965,529,Midwest,0.779,9.824,248.882,0,0,0,0.039,50.974,0.058,0.019,Y,D,28.48342501,0.162175392,Mole Rat,62201,58060,25311,4/1/15,3/7/15,11/7/14,7/24/14,0
6430,62268,IL,0.786,0.256,38.264404,-89.523007,503,Midwest,0.307,2.375,61.375,0,0,0,0.024,14.137,0,0.075,N,C,43.43502836,3.802443233,Wolverine,62201,12961,12863,4/1/15,1/20/15,11/27/14,8/20/14,0
6432,62277,IL,0.751,0.317,38.09358,-90.108176,388,Midwest,0.204,6.231,128.077,0,0,0,0.011,20.572,0.037,0.049,N,C,42.46355608,6.481297761,Sun Bear,62201,56027,03262,4/1/15,2/3/15,11/15/14,8/13/14,0
6433,62280,IL,0.784,0.275,37.818295,-89.655884,388,Midwest,0.038,0,0,0,0,0,0.019,8.427,0.022,0.031,N,C,40.09263911,4.470660658,Mole Rat,62201,18350,59046,4/1/15,2/26/15,12/15/14,10/12/14,0
6435,62295,IL,0.705,0.422,38.26746,-90.31481,717,Midwest,0.221,15,385.6,0,0,0,0.012,23.51,0.088,0.043,N,C,55.29027269,6.159360589,Wolverine,62201,38118,11764,4/1/15,2/12/15,11/6/14,8/22/14,0
6436,62297,IL,0.794,0.243,38.051382,-89.816462,388,Midwest,0.168,0,0,0,0,0,0.027,18.935,0.009,0,N,C,34.44156668,6.20291015,Grey Goose,62201,99517,68521,4/1/15,1/26/15,11/15/14,7/28/14,0
6440,62323,IL,0.738,0.302,39.795608,-90.624856,740,Midwest,0.048,0,0,0,0,0,0.019,6.963,0.013,0,N,C,43.9052166,0.969718673,Sun Bear,62301,95375,60110,4/1/15,12/19/14,10/2/14,8/6/14,0
6442,62334,IL,0.826,0.208,40.3958,-91.247171,678,Midwest,2.234,4.8,180.6,0,0,0,0,76.854,0.001,0.762,N,C,46.96414978,6.605468793,Wolverine,62301,21677,56023,4/1/15,3/18/15,11/25/14,8/25/14,0
6443,62336,IL,0.915,0.087,40.467527,-91.170915,678,Midwest,33.898,0,0,0,0,0,0,796.61,0,0.882,N,C,38.12104769,4.813051574,Sun Bear,62301,29645,21650,4/1/15,2/24/15,12/16/14,10/2/14,0
6444,62338,IL,0.752,0.327,39.987059,-91.244686,488,Midwest,0.355,3.538,112.462,0,0,0,0.009,40.176,0.002,0.013,N,C,32.7177922,0.049733488,Armadillo,62301,92692,67058,4/1/15,12/22/14,10/31/14,9/23/14,0
6445,62341,IL,0.767,0.269,40.422275,-91.336238,678,Midwest,1.399,8.385,253.015,0,0,0,0.048,77.708,0.068,0.05,Y,C,40.29396104,0.247666955,Tapir,62301,23163,16154,4/1/15,2/16/15,10/22/14,9/3/14,0
6449,62354,IL,0.807,0.183,40.538468,-91.328341,678,Midwest,1.199,4.955,102.136,0,0,0,0.007,45.897,0.177,0.297,N,C,41.758405,0.237072778,Narwhal,62301,72762,37336,4/1/15,2/27/15,11/24/14,8/13/14,0
6456,62376,IL,0.755,0.3,40.111673,-91.414822,488,Midwest,0.265,5.9,204.6,0,0,0,0.011,15.875,0.049,0.207,N,C,54.41244684,4.170858503,Tapir,62301,95635,36752,4/1/15,3/2/15,1/29/15,12/17/14,0
6458,62380,IL,0.748,0.273,40.240534,-91.23797,678,Midwest,0.024,0,0,0,0,0,0.007,9.45,0.003,0.098,N,C,35.81340163,1.792835176,Platypus,62301,45131,43527,4/1/15,12/31/14,9/23/14,7/24/14,0
6459,62411,IL,0.749,0.305,39.085815,-88.748837,592,Midwest,1.359,8.239,203.88,0,0,0,0.054,51.469,0.002,0.059,Y,C,41.76115213,5.042327017,Armadillo,62401,60462,21543,4/1/15,12/15/14,10/4/14,9/24/14,0
6460,62424,IL,0.701,0.384,38.992006,-88.434098,592,Midwest,0.498,8.07,265.047,0,0,0,0.032,24.251,0,0.081,N,C,33.68067363,1.280326062,Wolverine,62401,07961,52548,4/1/15,3/8/15,12/17/14,9/28/14,0
6462,62431,IL,0.752,0.299,39.237714,-88.971538,650,Midwest,0.236,4.462,129.846,0,0,0,0.006,22.391,0,0.263,N,C,30.1225667,14.90894097,Tapir,62401,30312,25827,4/1/15,2/2/15,11/8/14,10/25/14,0
6464,62439,IL,0.792,0.228,38.74798,-87.627799,417,Midwest,1.235,13.19,452.575,0,0,0,0.051,53.468,0.01,0.048,Y,C,42.759524,3.063792989,Axolotl,62401,40203,36874,4/1/15,2/17/15,10/30/14,7/24/14,0
6465,62441,IL,0.767,0.282,39.372667,-87.703308,612,Midwest,0.808,16.664,659.5,0,0,0,0.055,42.677,0.011,0.035,Y,C,49.79636277,1.392835428,Axolotl,62401,71909,22728,4/1/15,2/26/15,1/23/15,11/1/14,0
6466,62443,IL,0.742,0.316,38.957456,-88.637749,592,Midwest,0.245,4.5,109.167,0,0,0,0.011,22.1,0.001,0.117,N,C,36.32112738,4.910239099,Mole Rat,62401,68751,91604,4/1/15,2/21/15,2/20/15,11/14/14,0
6468,62444,IL,0.749,0.289,39.276835,-88.758718,650,Midwest,0.206,6.167,160.833,0,0,0,0.018,13.31,0,0,N,C,44.00482281,0.403385681,Narwhal,62401,62887,61114,4/1/15,1/29/15,11/23/14,10/25/14,0
6469,62459,IL,0.778,0.286,38.929688,-88.027646,535,Midwest,10.073,6.545,184.273,0,0,0,0,222.527,0,0.855,N,C,31.1831902,11.95594003,Wolverine,62401,12540,62345,4/1/15,12/25/14,9/23/14,7/12/14,0
6470,62469,IL,0.771,0.319,39.373012,-88.332186,686,Midwest,0.214,5,156.2,0,0,0,0.009,17.934,0.001,0.261,N,C,49.2059568,8.651058762,Rock Chuck,62401,76508,78362,4/1/15,2/24/15,12/12/14,9/29/14,0
6473,62476,IL,0.77,0.264,38.505376,-88.006428,447,Midwest,0.425,4.969,147,0,0,0,0.042,23.056,0.001,0.055,N,C,32.20946955,0.116482516,Sun Bear,62401,50074,71203,4/1/15,12/8/14,11/28/14,9/5/14,0
6474,62478,IL,0.774,0.292,39.173721,-87.728226,546,Midwest,0.169,2.4,61.4,0,0,0,0.012,13.486,0.002,0.23,N,C,32.63626251,0.064215211,Platypus,62401,70754,34773,4/1/15,3/21/15,12/2/14,8/15/14,0
6477,62481,IL,0.788,0.252,39.128322,-88.022041,535,Midwest,0.111,7.5,186,0,0,0,0,10.715,0,0.149,N,C,52.89213412,7.559085865,Sun Bear,62401,76541,65260,4/1/15,3/16/15,12/18/14,12/2/14,0
